"ID";"LibraryName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geodata_center";"geoarea";
"239";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №89";"Восточный административный округ";"район Восточный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточный, улица 9 Мая, дом 14";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.817097";"37.867259";"908565962";"0101000000B114C95702EF424071546EA296E84B40";"";
"240";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №90 имени Александра Сергеевича Неверова";"Восточный административный округ";"район Вешняки";"город Москва, Вешняковская улица, дом 24Б";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.720307";"37.817564";"908565963";"01010000008731E9EFA5E84240390A100533DC4B40";"";
"241";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Детская библиотека №91 имени Этель Лилиан Войнич";"Восточный административный округ";"район Перово";"город Москва, шоссе Энтузиастов, дом 78, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.764825";"37.787911";"908565964";"01010000004F948444DAE44240E4141DC9E5E14B40";"";
"242";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №92 Культурный центр Корнея Ивановича Чуковского";"Восточный административный округ";"район Перово";"город Москва, 1-я Владимирская улица, дом 15, корпус 3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.758245";"37.776673";"908565965";"0101000000D65757056AE3424082AD122C0EE14B40";"";
"243";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №92 Культурный центр Корнея Ивановича Чуковского";"Восточный административный округ";"район Перово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Металлургов, дом 5";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757136";"37.778973";"908565966";"0101000000C7BB2363B5E34240E84F1BD5E9E04B40";"";
"244";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №94";"Восточный административный округ";"район Перово";"город Москва, улица Аносова, дом 3, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743350";"37.755006";"908565967";"010100000053245F09A4E04240A5BDC11726DF4B40";"";
"245";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №98";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 87, корпус 1";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.751315";"37.823691";"908565968";"01010000003881E9B46EE9424043FF04172BE04B40";"";
"246";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №102";"Восточный административный округ";"район Перово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Плеханова, дом 26, корпус 4";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.740426";"37.768040";"908565969";"01010000008A027D224FE24240D68D7747C6DE4B40";"";
"247";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №201";"Западный административный округ";"район Кунцево";"город Москва, Обводное шоссе, дом 6";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.784238";"37.357312";"908565970";"0101000000F33B4D66BCAD4240E62329E961E44B40";"";
"248";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №213 имени Леси Украинки";"Западный административный округ";"район Филёвский Парк";"город Москва, Филёвский бульвар, дом 7, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.765215";"37.488619";"908565971";"0101000000249A40118BBE42404EB4AB90F2E14B40";"";
"269";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №171";"Юго-Западный административный округ";"район Ясенево";"город Москва, Вильнюсская улица, дом 17";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.597136";"37.518375";"908565972";"01010000003108AC1C5AC24240D3A1D3F36ECC4B40";"";
"270";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №170";"Юго-Западный административный округ";"район Ясенево";"город Москва, улица Паустовского, дом 2/34";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.603277";"37.541667";"908565973";"01010000004529215855C54240E9B6442E38CD4B40";"";
"282";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №172";"Юго-Западный административный округ";"Обручевский район";"город Москва, улица Новаторов, дом 14, корпус 2";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.667169";"37.52323";"918659584";"01010000009E245D33F9C24240D8F335CB65D54B40";"";
"283";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Детская библиотека №177";"Юго-Западный административный округ";"Гагаринский район";"город Москва, Университетский проспект, дом 9";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.696495";"37.548055";"918659585";"010100000063B48EAA26C64240EC6987BF26D94B40";"";
"284";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №182";"Юго-Западный административный округ";"Академический район";"город Москва, Новочерёмушкинская улица, дом 4, корпус 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.690156";"37.585779";"918659586";"010100000080D767CEFACA4240B091240857D84B40";"";
"285";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №183 имени Данте Алигьери";"Юго-Западный административный округ";"Гагаринский район";"город Москва, улица Строителей, дом 8, корпус 2";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.689987";"37.535605";"918659587";"01010000007B4963B48EC4424024D5777E51D84B40";"";
"286";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №38";"Северный административный округ";"Бескудниковский район";"город Москва, Дмитровское шоссе, дом 66";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.858027";"37.560749";"918659588";"0101000000E2218C9FC6C74240E10A28D4D3ED4B40";"";
"287";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №189 «Патриот»";"Юго-Западный административный округ";"район Южное Бутово";"город Москва, улица Маршала Савицкого, дом 12, корпус 1";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.503516";"37.58329";"918659589";"0101000000BB0A293FA9CA4240A181583673C04B40";"";
"288";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №193";"Юго-Западный административный округ";"район Северное Бутово";"город Москва, улица Грина, дом 11";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.567778";"37.567363";"918659591";"0101000000F0FACC599FC84240B3B112F3ACC84B40";"";
"289";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №247";"Северо-Западный административный округ";"район Митино";"город Москва, Пятницкое шоссе, дом 16, корпус 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.843278";"37.386949";"918659592";"0101000000261C7A8B87B14240D8B79388F0EB4B40";"";
"290";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №3 имени Николая Александровича Добролюбова";"Центральный административный округ";"район Арбат";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Смоленская площадь, дом 13/21";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.749673";"37.582355";"918659593";"0101000000BFD4CF9B8ACA4240DCD8EC48F5DF4B40";"";
"291";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Детская библиотека №219";"Западный административный округ";"район Очаково-Матвеевское";"город Москва, Озёрная улица, дом 13";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.679844";"37.458406";"918659594";"010100000024253D0CADBA4240E030D12005D74B40";"";
"292";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №202";"Западный административный округ";"район Фили-Давыдково";"город Москва, Кастанаевская улица, дом 52, строение 2";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.734251";"37.469589";"918659595";"0101000000DAC70A7E1BBC42401407D0EFFBDD4B40";"";
"293";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №30";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, улица Софьи Ковалевской, дом 8";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.882480";"37.533063";"918659596";"010100000094DA8B683BC44240E2AFC91AF5F04B40";"";
"294";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №30";"Северный административный округ";"Дмитровский район";"город Москва, Коровинское шоссе, дом 22";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.880955";"37.521422";"918659597";"01010000001CB5C2F4BDC24240B41F2922C3F04B40";"";
"295";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №31";"Северный административный округ";"район Аэропорт";"город Москва, улица Усиевича, дом 23";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.805248";"37.525666";"918659598";"0101000000404F030649C34240AF95D05D12E74B40";"";
"296";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №40";"Северный административный округ";"Савёловский район";"город Москва, Вятская улица, дом 3";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.793630";"37.581680";"918659599";"01010000005F5E807D74CA4240EF8FF7AA95E54B40";"";
"297";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №46";"Северный административный округ";"район Коптево";"город Москва, Новопетровская улица, дом 16А";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.826588";"37.523299";"918659600";"0101000000C7832D76FBC242400EA2B5A2CDE94B40";"";
"298";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №29";"Северный административный округ";"Тимирязевский район";"город Москва, Дмитровское шоссе, дом 43, корпус 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.833771";"37.572014";"918659602";"0101000000556D37C137C9424036AD1402B9EA4B40";"";
"299";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №41";"Северный административный округ";"Хорошёвский район";"город Москва, улица Куусинена, дом 6, корпус 6";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.781466";"37.517234";"918659603";"01010000008C3045B934C24240CD77F01307E44B40";"";
"300";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №44";"Северный административный округ";"Головинский район";"город Москва, Смольная улица, дом 11";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.846047";"37.498272";"918659604";"01010000009A417C60C7BF424080F0A1444BEC4B40";"";
"301";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №45";"Северный административный округ";"Головинский район";"город Москва, Пулковская улица, дом 3, корпус 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.844208";"37.481484";"918659606";"01010000000DC68844A1BD4240C382FB010FEC4B40";"";
"302";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №19 имени Федора Михайловича Достоевского";"Центральный административный округ";"Басманный район";"город Москва, улица Покровка, дом 21-23/25, строение 4";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.760064";"37.647145";"918659607";"01010000008D62B9A5D5D24240F86EF3C649E14B40";"";
"303";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №8 имени Антона Павловича Чехова";"Центральный административный округ";"Тверской район";"город Москва, Страстной бульвар, дом 6, строение 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.765605";"37.609299";"918659608";"0101000000253E7782FDCD4240B9533A58FFE14B40";"";
"304";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №33 имени Дмитрия Андреевича Фурманова";"Северный административный округ";"район Беговой";"город Москва, Беговая улица, дом 13";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.780765";"37.558427";"918659610";"0101000000091A33897AC74240446E861BF0E34B40";"";
"305";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Центральная библиотека №224 имени Федора Васильевича Гладкова";"Северо-Западный административный округ";"район Южное Тушино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, бульвар Яна Райниса, дом 1";"28";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.849812";"37.436220";"918659611";"010100000039EE940ED6B74240CADFBDA3C6EC4B40";"";
"306";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №221";"Западный административный округ";"район Солнцево";"город Москва, улица Авиаторов, дом 7";"18";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.640996";"37.404003";"918659612";"0101000000323ECC5EB6B34240F46E2C280CD24B40";"";
"307";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №200 «Истоки»";"Западный административный округ";"район Кунцево";"город Москва, улица Боженко, дом 14, корпус 4";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.732671";"37.407780";"918659613";"010100000040FB912232B4424023DDCF29C8DD4B40";"";
"308";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №198 имени Бориса Леонидовича Пастернака";"Западный административный округ";"Можайский район";"город Москва, Беловежская улица, дом 53, корпус 2";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.709632";"37.396299";"918659614";"01010000000038F6ECB9B24240F818AC38D5DA4B40";"";
"309";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Детская библиотека №208 Центр культурного наследия Владимра Ивановича Даля";"Западный административный округ";"Можайский район";"город Москва, Беловежская улица, дом 39, корпус 3";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.710769";"37.394709";"918659615";"0101000000EB3713D385B242405C01857AFADA4B40";"";
"310";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система «Новомосковская» Библиотека №259";"Новомосковский административный округ";"поселение Московский";"город Москва, город Московский, 1-й микрорайон, дом 49";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.601981";"37.345688";"918659616";"0101000000514F1F813FAC42401DE8A1B60DCD4B40";"";
"311";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система «Новомосковская» Библиотека №261";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, посёлок Газопровод, дом 16";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.582497";"37.476339";"918659617";"0101000000996725ADF8BC42405182FE428FCA4B40";"";
"312";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система «Новомосковская» Библиотека №262";"Новомосковский административный округ";"поселение Филимонковское";"город Москва, поселение Филимонковское, посёлок Марьино, дом 3";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.550371";"37.327219";"918659618";"01010000009ED0EB4FE2A942405AD5928E72C64B40";"";
"313";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система «Новомосковская» Библиотека №263";"Новомосковский административный округ";"поселение Десеновское";"город Москва, поселение Десеновское, улица Дмитрия Рябинкина, дом 13";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.502615";"37.332474";"918659620";"010100000099620E828EAA424051BD35B055C04B40";"";
"314";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система «Новомосковская» Библиотека №264";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, посёлок Коммунарка, дом 14";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.570054";"37.477830";"918659621";"01010000001A868F8829BD42401C7A8B87F7C84B40";"";
"315";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Детская библиотека №22 имени Льва Абрамовича Кассиля";"Северный административный округ";"район Левобережный";"город Москва, Ленинградское шоссе, дом 120";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.867632";"37.462873";"918659622";"0101000000C899266C3FBB4240467BBC900EEF4B40";"";
"316";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №68";"Северо-Восточный административный округ";"Лосиноостровский район";"город Москва, Челюскинская улица, дом 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.879117";"37.700873";"918659623";"010100000020D3DA34B6D94240C72DE6E786F04B40";"";
"317";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №59";"Северо-Восточный административный округ";"Ярославский район";"город Москва, Ярославское шоссе, дом 117";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.872844";"37.712713";"918659624";"01010000008F37F92D3ADB42404241295AB9EF4B40";"";
"326";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №10";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Стрельбищенский переулок, дом 5, строение 3";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.758392";"37.536949";"1015100162";"0101000000594FADBEBAC4424026C632FD12E14B40";"";
"327";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №11 имени Дениса Васильевича Давыдова";"Центральный административный округ";"Пресненский район";"город Москва, Мукомольный проезд, дом 9, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.753580";"37.522504";"1015100163";"0101000000BC033C69E1C24240B875374F75E04B40";"";
"328";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №12 имени Ивана Алексеевича Бунина";"Центральный административный округ";"Пресненский район";"город Москва, Нововаганьковский переулок, дом 22";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.759370";"37.564527";"1015100164";"0101000000C05AB56B42C8424021C8410933E14B40";"";
"329";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №13 имени Николая Гавриловича Чернышевского";"Центральный административный округ";"район Замоскворечье";"город Москва, Космодамианская набережная, дом 4/22, корпус В";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.745063";"37.638835";"1015100165";"010100000024456458C5D14240D63A71395EDF4B40";"";
"330";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №16";"Центральный административный округ";"Таганский район";"город Москва, Малая Калитниковская улица, дом 22";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.733148";"37.683967";"1015100166";"010100000089450C3B8CD742405C902DCBD7DD4B40";"";
"331";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №16";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Волгоградский проспект, дом 16";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.728930";"37.675541";"1015100167";"0101000000B70DA32078D64240618907944DDD4B40";"";
"318";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №58";"Северо-Восточный административный округ";"Лосиноостровский район";"город Москва, Тайнинская улица, дом 16, корпус 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.880637";"37.686437";"1015100168";"0101000000D6E1E82ADDD74240E35295B6B8F04B40";"";
"332";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №16";"Центральный административный округ";"Таганский район";"город Москва, Новоспасский переулок, дом 5";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.733624";"37.654448";"1015100169";"01010000006077BAF3C4D34240C5C72764E7DD4B40";"";
"319";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №52";"Северо-Восточный административный округ";"район Бибирево";"город Москва, улица Конёнкова, дом 23";"21";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.894727";"37.610745";"1015100170";"0101000000079964E42CCE424092EC116A86F24B40";"";
"320";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №49";"Северо-Восточный административный округ";"район Бибирево";"город Москва, улица Корнейчука, дом 59";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.890901";"37.624525";"1015100171";"01010000006744696FF0CF4240A27C410B09F24B40";"";
"321";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №134";"Юго-Восточный административный округ";"район Капотня";"город Москва, 5-й квартал Капотня, дом 17";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.632992";"37.802679";"1015100172";"0101000000CE177B2FBEE642409850C1E105D14B40";"";
"322";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №110 Подразделение 2";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Ташкентская улица, дом 18, корпус 1";"16";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.702297";"37.812983";"1015100173";"01010000001C9AB2D30FE842401A8A3BDEE4D94B40";"";
"323";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №108";"Юго-Восточный административный округ";"район Выхино-Жулебино";"город Москва, Привольная улица, дом 21";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.697529";"37.843849";"1015100174";"010100000093E1783E03EC42407C8159A148D94B40";"";
"324";"Государственное бюджетное учреждение культуры города Москвы «Центральная городская детская библиотека имени Аркадия Петровича Гайдара»";"Центральный административный округ";"район Хамовники";"город Москва, Ружейный переулок, дом 4, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743553";"37.580894";"1015100175";"0101000000A8380EBC5ACA4240DDEBA4BE2CDF4B40";"";
"325";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №10";"Центральный административный округ";"Пресненский район";"город Москва, Красногвардейский бульвар, дом 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757997";"37.542653";"1015100176";"0101000000C4094CA775C54240AABBB20B06E14B40";"";
"335";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №2 имени Юрия Валентиновича Трифонова";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 4-я Тверская-Ямская улица, дом 26/8";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.774558";"37.593857";"1026678725";"010100000016C0948103CC4240766D6FB724E34B40";"";
"336";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №267 имени Надежды Константиновны Крупской";"Центральный административный округ";"Красносельский район";"город Москва, Русаковская улица, дом 8";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.781681";"37.673636";"1026678726";"010100000042B456B439D64240C9737D1F0EE44B40";"";
"337";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №267 имени Надежды Константиновны Крупской";"Центральный административный округ";"Красносельский район";"город Москва, Большая Спасская улица, дом 31";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.776451";"37.644252";"1026678727";"0101000000F9307BD976D2424027F911BF62E34B40";"";
"338";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №4 имени Екатерины Алексеевны Фурцевой";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Фрунзенская набережная, дом 50";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.718659";"37.576807";"1026678728";"01010000004C8DD0CFD4C94240F0FCA204FDDB4B40";"";
"339";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №17 имени Петра Ивановича Юргенсона";"Центральный административный округ";"Таганский район";"город Москва, Николоямский переулок, дом 3А, корпус 4";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.749405";"37.661410";"1026678729";"0101000000A99F3715A9D44240BD3AC780ECDF4B40";"";
"340";"Государственное бюджетное учреждение культуры города Москвы «Центральная городская детская библиотека имени Аркадия Петровича Гайдара»";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, 3-я Фрунзенская улица, дом 9";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.721234";"37.576816";"1026678730";"01010000009FE74F1BD5C94240B3614D6551DC4B40";"";
"341";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №132";"Юго-Восточный административный округ";"район Печатники";"город Москва, 1-я Курьяновская улица, дом 31";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.654117";"37.702930";"1026678731";"01010000004BB0389CF9D94240FA60191BBAD34B40";"";
"342";"Государственное бюджетное учреждение культуры города Москвы «Библиотека истории русской философии и культуры «Дом Алексея Федоровича Лосева»";"Центральный административный округ";"район Арбат";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 33";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.749532";"37.592402";"1026678732";"0101000000E10A28D4D3CB42401AA721AAF0DF4B40";"";
